time	V(N001,N002)	V(N003,N004)	V(ve)	I(I1)	I(R4)
6.600000999999999e-003	6.121063e-002	2.410868e+000	2.170079e+000	-1.000000e-004	-1.000000e-004
6.614286714285714e-003	-8.164280e-002	9.799186e-001	5.962757e-001	-1.000000e-004	-1.000000e-004
6.628572428571428e-003	-2.244557e-001	-4.490075e-001	-9.754633e-001	-1.000000e-004	-1.000000e-004
6.642858142857142e-003	-3.672281e-001	-1.875910e+000	-2.545138e+000	-1.000000e-004	-1.000000e-004
6.657143857142857e-003	-5.099600e-001	-3.300789e+000	-4.112750e+000	-1.000000e-004	-1.000000e-004
6.671429571428571e-003	-6.526513e-001	-4.723645e+000	-5.678297e+000	-1.000000e-004	-1.000000e-004
6.685715285714285e-003	-7.953022e-001	-6.144478e+000	-7.241780e+000	-1.000000e-004	-1.000000e-004
6.700000999999999e-003	-9.379125e-001	-7.563287e+000	-8.803200e+000	-1.000000e-004	-1.000000e-004
6.700001999999999e-003	-9.379120e-001	-7.563285e+000	-8.199198e+000	1.000000e-004	1.000000e-004
6.714287428571428e-003	-7.948111e-001	-6.125009e+000	-6.617821e+000	1.000000e-004	1.000000e-004
6.728572857142856e-003	-6.517508e-001	-4.688767e+000	-5.038518e+000	1.000000e-004	1.000000e-004
6.742858285714285e-003	-5.087310e-001	-3.254559e+000	-3.461290e+000	1.000000e-004	1.000000e-004
6.757143714285713e-003	-3.657518e-001	-1.822384e+000	-1.886136e+000	1.000000e-004	1.000000e-004
6.771429142857142e-003	-2.228131e-001	-3.922430e-001	-3.130561e-001	1.000000e-004	1.000000e-004
6.785714571428570e-003	-7.991503e-002	1.035864e+000	1.257949e+000	1.000000e-004	1.000000e-004
6.799999999999999e-003	6.294250e-002	2.461938e+000	2.826880e+000	1.000000e-004	1.000000e-004
6.800001000000000e-003	6.294227e-002	2.461936e+000	2.222879e+000	-1.000000e-004	-1.000000e-004
6.814286714285714e-003	-7.991174e-002	1.030914e+000	6.490022e-001	-1.000000e-004	-1.000000e-004
6.828572428571428e-003	-2.227252e-001	-3.980848e-001	-9.228101e-001	-1.000000e-004	-1.000000e-004
6.842858142857142e-003	-3.654981e-001	-1.825060e+000	-2.492558e+000	-1.000000e-004	-1.000000e-004
6.857143857142857e-003	-5.082305e-001	-3.250012e+000	-4.060243e+000	-1.000000e-004	-1.000000e-004
6.871429571428571e-003	-6.509223e-001	-4.672940e+000	-5.625863e+000	-1.000000e-004	-1.000000e-004
6.885715285714285e-003	-7.935736e-001	-6.093845e+000	-7.189419e+000	-1.000000e-004	-1.000000e-004
6.900000999999999e-003	-9.361844e-001	-7.512727e+000	-8.750911e+000	-1.000000e-004	-1.000000e-004
6.900002000000000e-003	-9.361844e-001	-7.512725e+000	-8.146909e+000	1.000000e-004	1.000000e-004
6.914287428571428e-003	-7.930837e-001	-6.074521e+000	-6.565605e+000	1.000000e-004	1.000000e-004
6.928572857142857e-003	-6.500236e-001	-4.638351e+000	-4.986375e+000	1.000000e-004	1.000000e-004
6.942858285714285e-003	-5.070041e-001	-3.204215e+000	-3.409219e+000	1.000000e-004	1.000000e-004
6.957143714285714e-003	-3.640254e-001	-1.772112e+000	-1.834137e+000	1.000000e-004	1.000000e-004
6.971429142857142e-003	-2.210873e-001	-3.420428e-001	-2.611300e-001	1.000000e-004	1.000000e-004
6.985714571428571e-003	-7.818981e-002	1.085993e+000	1.309803e+000	1.000000e-004	1.000000e-004
6.999999999999999e-003	6.466699e-002	2.511995e+000	2.878662e+000	1.000000e-004	1.000000e-004
7.000001000000000e-003	6.466699e-002	2.511994e+000	2.274661e+000	-1.000000e-004	-1.000000e-004
7.014286714285714e-003	-7.818766e-002	1.080900e+000	7.007124e-001	-1.000000e-004	-1.000000e-004
7.028572428571428e-003	-2.210017e-001	-3.481706e-001	-8.711717e-001	-1.000000e-004	-1.000000e-004
7.042858142857142e-003	-3.637751e-001	-1.775217e+000	-2.440992e+000	-1.000000e-004	-1.000000e-004
7.057143857142857e-003	-5.065079e-001	-3.200240e+000	-4.008748e+000	-1.000000e-004	-1.000000e-004
7.071429571428571e-003	-6.492001e-001	-4.623240e+000	-5.574439e+000	-1.000000e-004	-1.000000e-004
7.085715285714285e-003	-7.918516e-001	-6.044215e+000	-7.138067e+000	-1.000000e-004	-1.000000e-004
7.100000999999999e-003	-9.344625e-001	-7.463168e+000	-8.699631e+000	-1.000000e-004	-1.000000e-004
7.100001999999999e-003	-9.344625e-001	-7.463166e+000	-8.095629e+000	1.000000e-004	1.000000e-004
7.114287428571428e-003	-7.913626e-001	-6.025033e+000	-6.514396e+000	1.000000e-004	1.000000e-004
7.128572857142856e-003	-6.483032e-001	-4.588934e+000	-4.935237e+000	1.000000e-004	1.000000e-004
7.142858285714285e-003	-5.052844e-001	-3.154868e+000	-3.358152e+000	1.000000e-004	1.000000e-004
7.157143714285713e-003	-3.623062e-001	-1.722835e+000	-1.783141e+000	1.000000e-004	1.000000e-004
7.171429142857142e-003	-2.193685e-001	-2.928364e-001	-2.102048e-001	1.000000e-004	1.000000e-004
7.185714571428570e-003	-7.647146e-002	1.135129e+000	1.360658e+000	1.000000e-004	1.000000e-004
7.199999999999999e-003	6.638503e-002	2.561061e+000	2.929446e+000	1.000000e-004	1.000000e-004
7.200001000000000e-003	6.638479e-002	2.561060e+000	2.325444e+000	-1.000000e-004	-1.000000e-004
7.214286714285714e-003	-7.647019e-002	1.129896e+000	7.514255e-001	-1.000000e-004	-1.000000e-004
7.228572428571428e-003	-2.192846e-001	-2.992447e-001	-8.205292e-001	-1.000000e-004	-1.000000e-004
7.242858142857142e-003	-3.620585e-001	-1.726361e+000	-2.390420e+000	-1.000000e-004	-1.000000e-004
7.257143857142857e-003	-5.047918e-001	-3.151454e+000	-3.958246e+000	-1.000000e-004	-1.000000e-004
7.271429571428571e-003	-6.474845e-001	-4.574523e+000	-5.524007e+000	-1.000000e-004	-1.000000e-004
7.285715285714286e-003	-7.901367e-001	-5.995568e+000	-7.087705e+000	-1.000000e-004	-1.000000e-004
7.300001000000000e-003	-9.327483e-001	-7.414590e+000	-8.649338e+000	-1.000000e-004	-1.000000e-004
7.300002000000000e-003	-9.327483e-001	-7.414588e+000	-8.045337e+000	1.000000e-004	1.000000e-004
7.314286142857143e-003	-7.896616e-001	-5.976654e+000	-6.464316e+000	1.000000e-004	1.000000e-004
7.328570285714284e-003	-6.466155e-001	-4.540753e+000	-4.885368e+000	1.000000e-004	1.000000e-004
7.342854428571427e-003	-5.036100e-001	-3.106884e+000	-3.308494e+000	1.000000e-004	1.000000e-004
7.357138571428569e-003	-3.606451e-001	-1.675049e+000	-1.733694e+000	1.000000e-004	1.000000e-004
7.371422714285712e-003	-2.177208e-001	-2.452473e-001	-1.609680e-001	1.000000e-004	1.000000e-004
7.385706857142854e-003	-7.483707e-002	1.182522e+000	1.409685e+000	1.000000e-004	1.000000e-004
7.399990999999996e-003	6.800604e-002	2.608258e+000	2.978264e+000	1.000000e-004	1.000000e-004
7.399991999999997e-003	6.801605e-002	2.608357e+000	2.978373e+000	1.000000e-004	1.000000e-004
7.400000000000000e-003	6.809592e-002	2.609155e+000	2.979251e+000	1.000000e-004	1.000000e-004
7.400001000000000e-003	6.809592e-002	2.609154e+000	2.375250e+000	-1.000000e-004	-1.000000e-004
7.414286714285714e-003	-7.475935e-002	1.177921e+000	8.011619e-001	-1.000000e-004	-1.000000e-004
7.428572428571428e-003	-2.175742e-001	-2.512874e-001	-7.708617e-001	-1.000000e-004	-1.000000e-004
7.442858142857142e-003	-3.603485e-001	-1.678472e+000	-2.340821e+000	-1.000000e-004	-1.000000e-004
7.457143857142857e-003	-5.030824e-001	-3.103633e+000	-3.908716e+000	-1.000000e-004	-1.000000e-004
7.471429571428571e-003	-6.457758e-001	-4.526771e+000	-5.474546e+000	-1.000000e-004	-1.000000e-004
7.485715285714285e-003	-7.884287e-001	-5.947884e+000	-7.038313e+000	-1.000000e-004	-1.000000e-004
7.500000999999999e-003	-9.310412e-001	-7.366974e+000	-8.600015e+000	-1.000000e-004	-1.000000e-004
7.500002000000000e-003	-9.310408e-001	-7.366972e+000	-7.996013e+000	1.000000e-004	1.000000e-004
7.514287428571428e-003	-7.879416e-001	-5.928977e+000	-6.414918e+000	1.000000e-004	1.000000e-004
7.528572857142857e-003	-6.448831e-001	-4.493014e+000	-4.835897e+000	1.000000e-004	1.000000e-004
7.542858285714285e-003	-5.018652e-001	-3.059085e+000	-3.258951e+000	1.000000e-004	1.000000e-004
7.557143714285714e-003	-3.588880e-001	-1.627190e+000	-1.684078e+000	1.000000e-004	1.000000e-004
7.571429142857142e-003	-2.159513e-001	-1.973274e-001	-1.112786e-001	1.000000e-004	1.000000e-004
7.585714571428571e-003	-7.305528e-002	1.230502e+000	1.459446e+000	1.000000e-004	1.000000e-004
7.599999999999999e-003	6.980014e-002	2.656297e+000	3.028098e+000	1.000000e-004	1.000000e-004
7.600001000000000e-003	6.980014e-002	2.656296e+000	2.424096e+000	-1.000000e-004	-1.000000e-004
7.614286714285714e-003	-7.305572e-002	1.224996e+000	8.499403e-001	-1.000000e-004	-1.000000e-004
7.628572428571428e-003	-2.158711e-001	-2.042798e-001	-7.221511e-001	-1.000000e-004	-1.000000e-004
7.642858142857142e-003	-3.586459e-001	-1.631532e+000	-2.292178e+000	-1.000000e-004	-1.000000e-004
7.657143857142857e-003	-5.013803e-001	-3.056760e+000	-3.860140e+000	-1.000000e-004	-1.000000e-004
7.671429571428571e-003	-6.440742e-001	-4.479964e+000	-5.426038e+000	-1.000000e-004	-1.000000e-004
7.685715285714285e-003	-7.867275e-001	-5.901145e+000	-6.989872e+000	-1.000000e-004	-1.000000e-004
7.700000999999999e-003	-9.293404e-001	-7.320301e+000	-8.551641e+000	-1.000000e-004	-1.000000e-004
7.700001999999999e-003	-9.293399e-001	-7.320299e+000	-7.947639e+000	1.000000e-004	1.000000e-004
7.714287428571428e-003	-7.862412e-001	-5.882370e+000	-6.366611e+000	1.000000e-004	1.000000e-004
7.728572857142856e-003	-6.431832e-001	-4.446474e+000	-4.787658e+000	1.000000e-004	1.000000e-004
7.742858285714285e-003	-5.001658e-001	-3.012612e+000	-3.210778e+000	1.000000e-004	1.000000e-004
7.757143714285713e-003	-3.571890e-001	-1.580783e+000	-1.635972e+000	1.000000e-004	1.000000e-004
7.771429142857142e-003	-2.142528e-001	-1.509865e-001	-6.323944e-002	1.000000e-004	1.000000e-004
7.785714571428570e-003	-7.135726e-002	1.276776e+000	1.507419e+000	1.000000e-004	1.000000e-004
7.799999999999999e-003	7.149768e-002	2.702506e+000	3.076004e+000	1.000000e-004	1.000000e-004
7.800001000000000e-003	7.149744e-002	2.702505e+000	2.472002e+000	-1.000000e-004	-1.000000e-004
7.814286714285714e-003	-7.135876e-002	1.271139e+000	8.977800e-001	-1.000000e-004	-1.000000e-004
7.828572428571429e-003	-2.141745e-001	-1.582028e-001	-6.743777e-001	-1.000000e-004	-1.000000e-004
7.842858142857142e-003	-3.569498e-001	-1.585521e+000	-2.244471e+000	-1.000000e-004	-1.000000e-004
7.857143857142857e-003	-4.996847e-001	-3.010815e+000	-3.812500e+000	-1.000000e-004	-1.000000e-004
7.871429571428572e-003	-6.423791e-001	-4.434084e+000	-5.378464e+000	-1.000000e-004	-1.000000e-004
7.885715285714285e-003	-7.850331e-001	-5.855330e+000	-6.942363e+000	-1.000000e-004	-1.000000e-004
7.900001000000000e-003	-9.276466e-001	-7.274552e+000	-8.504198e+000	-1.000000e-004	-1.000000e-004
7.900002000000000e-003	-9.276462e-001	-7.274551e+000	-7.900197e+000	1.000000e-004	1.000000e-004
7.914287428571429e-003	-7.845480e-001	-5.836687e+000	-6.319235e+000	1.000000e-004	1.000000e-004
7.928572857142857e-003	-6.414904e-001	-4.400856e+000	-4.740347e+000	1.000000e-004	1.000000e-004
7.942858285714286e-003	-4.984734e-001	-2.967059e+000	-3.163532e+000	1.000000e-004	1.000000e-004
7.957143714285714e-003	-3.554970e-001	-1.535295e+000	-1.588792e+000	1.000000e-004	1.000000e-004
7.971429142857143e-003	-2.125613e-001	-1.055633e-001	-1.612471e-002	1.000000e-004	1.000000e-004
7.985714571428571e-003	-6.966619e-002	1.322135e+000	1.554468e+000	1.000000e-004	1.000000e-004
8.000000000000000e-003	7.318830e-002	2.747800e+000	3.122988e+000	1.000000e-004	1.000000e-004
8.000001000000000e-003	7.318807e-002	2.747798e+000	2.518986e+000	-1.000000e-004	-1.000000e-004
8.014286714285715e-003	-6.966880e-002	1.316368e+000	9.446992e-001	-1.000000e-004	-1.000000e-004
8.028572428571428e-003	-2.124851e-001	-1.130386e-001	-6.275236e-001	-1.000000e-004	-1.000000e-004
8.042858142857143e-003	-3.552609e-001	-1.540421e+000	-2.197682e+000	-1.000000e-004	-1.000000e-004
8.057143857142858e-003	-4.979962e-001	-2.965779e+000	-3.765775e+000	-1.000000e-004	-1.000000e-004
8.071429571428573e-003	-6.406909e-001	-4.389113e+000	-5.331804e+000	-1.000000e-004	-1.000000e-004
8.085715285714286e-003	-7.833450e-001	-5.810423e+000	-6.895769e+000	-1.000000e-004	-1.000000e-004
8.100001000000001e-003	-9.259586e-001	-7.229709e+000	-8.457668e+000	-1.000000e-004	-1.000000e-004
8.100002000000000e-003	-9.259586e-001	-7.229707e+000	-7.853666e+000	1.000000e-004	1.000000e-004
8.114287428571430e-003	-7.828611e-001	-5.791908e+000	-6.272769e+000	1.000000e-004	1.000000e-004
8.128572857142857e-003	-6.398041e-001	-4.356141e+000	-4.693945e+000	1.000000e-004	1.000000e-004
8.142858285714287e-003	-4.967877e-001	-2.922408e+000	-3.117195e+000	1.000000e-004	1.000000e-004
8.157143714285714e-003	-3.538119e-001	-1.490707e+000	-1.542519e+000	1.000000e-004	1.000000e-004
8.171429142857144e-003	-2.108767e-001	-6.103953e-002	3.008397e-002	1.000000e-004	1.000000e-004
8.185714571428571e-003	-6.798205e-002	1.366595e+000	1.600613e+000	1.000000e-004	1.000000e-004
8.200000000000001e-003	7.487202e-002	2.792196e+000	3.169068e+000	1.000000e-004	1.000000e-004
8.200000999999998e-003	7.487202e-002	2.792195e+000	2.565067e+000	-1.000000e-004	-1.000000e-004
8.214286714285713e-003	-6.798542e-002	1.360701e+000	9.907157e-001	-1.000000e-004	-1.000000e-004
8.228572428571427e-003	-2.108023e-001	-6.876844e-002	-5.815709e-001	-1.000000e-004	-1.000000e-004
8.242858142857142e-003	-3.535786e-001	-1.496214e+000	-2.151793e+000	-1.000000e-004	-1.000000e-004
8.257143857142857e-003	-4.963144e-001	-2.921635e+000	-3.719950e+000	-1.000000e-004	-1.000000e-004
8.271429571428571e-003	-6.390096e-001	-4.345032e+000	-5.286042e+000	-1.000000e-004	-1.000000e-004
8.285715285714285e-003	-7.816642e-001	-5.766405e+000	-6.850069e+000	-1.000000e-004	-1.000000e-004
8.300001000000000e-003	-9.242783e-001	-7.185754e+000	-8.412032e+000	-1.000000e-004	-1.000000e-004
8.300001999999999e-003	-9.242783e-001	-7.185752e+000	-7.808031e+000	1.000000e-004	1.000000e-004
8.314287428571428e-003	-7.811811e-001	-5.748016e+000	-6.227197e+000	1.000000e-004	1.000000e-004
8.328572857142856e-003	-6.381245e-001	-4.312312e+000	-4.648436e+000	1.000000e-004	1.000000e-004
8.342858285714285e-003	-4.951086e-001	-2.878641e+000	-3.071749e+000	1.000000e-004	1.000000e-004
8.357143714285713e-003	-3.521332e-001	-1.447003e+000	-1.497136e+000	1.000000e-004	1.000000e-004
8.371429142857143e-003	-2.091985e-001	-1.739740e-002	7.540410e-002	1.000000e-004	1.000000e-004
8.385714571428570e-003	-6.630442e-002	1.410175e+000	1.645870e+000	1.000000e-004	1.000000e-004
8.400000000000000e-003	7.654905e-002	2.835714e+000	3.214263e+000	1.000000e-004	1.000000e-004
8.400000999999999e-003	7.654905e-002	2.835713e+000	2.610262e+000	-1.000000e-004	-1.000000e-004
8.414097954283576e-003	-6.442124e-002	1.423060e+000	1.056638e+000	-1.000000e-004	-1.000000e-004
8.428194908567154e-003	-2.053521e-001	1.237751e-002	-4.949750e-001	-1.000000e-004	-1.000000e-004
8.442291862850731e-003	-3.462436e-001	-1.396334e+000	-2.044578e+000	-1.000000e-004	-1.000000e-004
8.456388817134310e-003	-4.870957e-001	-2.803075e+000	-3.592171e+000	-1.000000e-004	-1.000000e-004
8.470485771417888e-003	-6.279085e-001	-4.207845e+000	-5.137753e+000	-1.000000e-004	-1.000000e-004
8.484582725701465e-003	-7.686818e-001	-5.610644e+000	-6.681326e+000	-1.000000e-004	-1.000000e-004
8.498679679985043e-003	-9.094157e-001	-7.011473e+000	-8.222888e+000	-1.000000e-004	-1.000000e-004
8.498683679985034e-003	-9.094553e-001	-7.011870e+000	-8.223326e+000	-1.000000e-004	-1.000000e-004
8.500001000000000e-003	-9.226041e-001	-7.142670e+000	-8.367274e+000	-1.000000e-004	-1.000000e-004
8.500002000000000e-003	-9.226046e-001	-7.142668e+000	-7.763272e+000	1.000000e-004	1.000000e-004
8.514287428571429e-003	-7.795078e-001	-5.704992e+000	-6.182500e+000	1.000000e-004	1.000000e-004
8.528572857142857e-003	-6.364517e-001	-4.269350e+000	-4.603802e+000	1.000000e-004	1.000000e-004
8.542858285714286e-003	-4.934362e-001	-2.835740e+000	-3.027176e+000	1.000000e-004	1.000000e-004
8.557143714285714e-003	-3.504613e-001	-1.404163e+000	-1.452625e+000	1.000000e-004	1.000000e-004
8.571429142857143e-003	-2.075270e-001	2.538063e-002	1.198535e-001	1.000000e-004	1.000000e-004
8.585714571428571e-003	-6.463338e-002	1.452892e+000	1.690258e+000	1.000000e-004	1.000000e-004
8.600000000000000e-003	7.821965e-002	2.878370e+000	3.258590e+000	1.000000e-004	1.000000e-004
8.600001000000000e-003	7.821965e-002	2.878369e+000	2.654588e+000	-1.000000e-004	-1.000000e-004
8.614286714285714e-003	-6.463888e-002	1.446752e+000	1.080113e+000	-1.000000e-004	-1.000000e-004
8.628572428571428e-003	-2.074568e-001	1.715935e-002	-4.922973e-001	-1.000000e-004	-1.000000e-004
8.642858142857143e-003	-3.502341e-001	-1.410409e+000	-2.062643e+000	-1.000000e-004	-1.000000e-004
8.657143857142858e-003	-4.929708e-001	-2.835953e+000	-3.630923e+000	-1.000000e-004	-1.000000e-004
8.671429571428573e-003	-6.356668e-001	-4.259472e+000	-5.197139e+000	-1.000000e-004	-1.000000e-004
8.685715285714286e-003	-7.783222e-001	-5.680967e+000	-6.761290e+000	-1.000000e-004	-1.000000e-004
8.700001000000001e-003	-9.209371e-001	-7.100438e+000	-8.323376e+000	-1.000000e-004	-1.000000e-004
8.700002000000000e-003	-9.209371e-001	-7.100436e+000	-7.719374e+000	1.000000e-004	1.000000e-004
8.714287428571430e-003	-7.778409e-001	-5.662821e+000	-6.138662e+000	1.000000e-004	1.000000e-004
8.728572857142857e-003	-6.347854e-001	-4.227239e+000	-4.560024e+000	1.000000e-004	1.000000e-004
8.742858285714287e-003	-4.917704e-001	-2.793689e+000	-2.983460e+000	1.000000e-004	1.000000e-004
8.757143714285714e-003	-3.487961e-001	-1.362173e+000	-1.408969e+000	1.000000e-004	1.000000e-004
8.771429142857144e-003	-2.058624e-001	6.731147e-002	1.634492e-001	1.000000e-004	1.000000e-004
8.785714571428571e-003	-6.296921e-002	1.494763e+000	1.733794e+000	1.000000e-004	1.000000e-004
8.800000000000001e-003	7.988334e-002	2.920181e+000	3.302065e+000	1.000000e-004	1.000000e-004
8.800000999999998e-003	7.988310e-002	2.920180e+000	2.698063e+000	-1.000000e-004	-1.000000e-004
8.814286714285713e-003	-6.297570e-002	1.488503e+000	1.123528e+000	-1.000000e-004	-1.000000e-004
8.828572428571426e-003	-2.057939e-001	5.885123e-002	-4.489425e-001	-1.000000e-004	-1.000000e-004
8.842858142857141e-003	-3.485716e-001	-1.368776e+000	-2.019348e+000	-1.000000e-004	-1.000000e-004
8.857143857142856e-003	-4.913087e-001	-2.794380e+000	-3.587688e+000	-1.000000e-004	-1.000000e-004
8.871429571428571e-003	-6.340053e-001	-4.217959e+000	-5.153964e+000	-1.000000e-004	-1.000000e-004
8.885715285714285e-003	-7.766613e-001	-5.639513e+000	-6.718175e+000	-1.000000e-004	-1.000000e-004
8.900000999999999e-003	-9.192767e-001	-7.059043e+000	-8.280320e+000	-1.000000e-004	-1.000000e-004
8.900001999999999e-003	-9.192772e-001	-7.059041e+000	-7.676318e+000	1.000000e-004	1.000000e-004
8.914287428571428e-003	-7.761812e-001	-5.621485e+000	-6.095666e+000	1.000000e-004	1.000000e-004
8.928572857142856e-003	-6.331259e-001	-4.185962e+000	-4.517088e+000	1.000000e-004	1.000000e-004
8.942858285714285e-003	-4.901113e-001	-2.752471e+000	-2.940583e+000	1.000000e-004	1.000000e-004
8.957143714285713e-003	-3.471374e-001	-1.321013e+000	-1.366151e+000	1.000000e-004	1.000000e-004
8.971429142857142e-003	-2.042041e-001	1.084121e-001	2.062079e-001	1.000000e-004	1.000000e-004
8.985714571428570e-003	-6.131156e-002	1.535805e+000	1.776493e+000	1.000000e-004	1.000000e-004
8.999999999999999e-003	8.154035e-002	2.961165e+000	3.344705e+000	1.000000e-004	1.000000e-004
9.000000999999999e-003	8.154058e-002	2.961163e+000	2.740704e+000	-1.000000e-004	-1.000000e-004
9.014286714285714e-003	-6.131876e-002	1.529428e+000	1.166109e+000	-1.000000e-004	-1.000000e-004
9.028572428571427e-003	-2.041375e-001	9.971782e-002	-4.064199e-001	-1.000000e-004	-1.000000e-004
9.042858142857142e-003	-3.469158e-001	-1.327968e+000	-1.976884e+000	-1.000000e-004	-1.000000e-004
9.057143857142857e-003	-4.896534e-001	-2.753630e+000	-3.545283e+000	-1.000000e-004	-1.000000e-004
9.071429571428572e-003	-6.323505e-001	-4.177267e+000	-5.111617e+000	-1.000000e-004	-1.000000e-004
9.085715285714285e-003	-7.750071e-001	-5.598879e+000	-6.675886e+000	-1.000000e-004	-1.000000e-004
9.100001000000000e-003	-9.176230e-001	-7.018467e+000	-8.238091e+000	-1.000000e-004	-1.000000e-004
9.100001999999999e-003	-9.176230e-001	-7.018466e+000	-7.634089e+000	1.000000e-004	1.000000e-004
9.114287428571429e-003	-7.745277e-001	-5.580967e+000	-6.053495e+000	1.000000e-004	1.000000e-004
9.128572857142856e-003	-6.314730e-001	-4.145502e+000	-4.474975e+000	1.000000e-004	1.000000e-004
9.142858285714286e-003	-4.884589e-001	-2.712069e+000	-2.898528e+000	1.000000e-004	1.000000e-004
9.157143714285713e-003	-3.454855e-001	-1.280669e+000	-1.324154e+000	1.000000e-004	1.000000e-004
9.171429142857143e-003	-2.025527e-001	1.486989e-001	2.481461e-001	1.000000e-004	1.000000e-004
9.185714571428571e-003	-5.966059e-002	1.576034e+000	1.818373e+000	1.000000e-004	1.000000e-004
9.200000000000000e-003	8.319092e-002	3.001336e+000	3.386527e+000	1.000000e-004	1.000000e-004
9.200000999999999e-003	8.319092e-002	3.001335e+000	2.782526e+000	-1.000000e-004	-1.000000e-004
9.214286714285714e-003	-5.966878e-002	1.569543e+000	1.207874e+000	-1.000000e-004	-1.000000e-004
9.228572428571428e-003	-2.024880e-001	1.397749e-001	-3.647129e-001	-1.000000e-004	-1.000000e-004
9.242858142857142e-003	-3.452666e-001	-1.287968e+000	-1.935235e+000	-1.000000e-004	-1.000000e-004
9.257143857142857e-003	-4.880048e-001	-2.713687e+000	-3.503692e+000	-1.000000e-004	-1.000000e-004
9.271429571428572e-003	-6.307024e-001	-4.137381e+000	-5.070083e+000	-1.000000e-004	-1.000000e-004
9.285715285714286e-003	-7.733595e-001	-5.559050e+000	-6.634410e+000	-1.000000e-004	-1.000000e-004
9.300001000000000e-003	-9.159760e-001	-6.978695e+000	-8.196671e+000	-1.000000e-004	-1.000000e-004
9.300002000000000e-003	-9.159760e-001	-6.978694e+000	-7.592669e+000	1.000000e-004	1.000000e-004
9.314287428571429e-003	-7.728812e-001	-5.541252e+000	-6.012133e+000	1.000000e-004	1.000000e-004
9.328572857142857e-003	-6.298269e-001	-4.105843e+000	-4.433670e+000	1.000000e-004	1.000000e-004
9.342858285714286e-003	-4.868133e-001	-2.672467e+000	-2.857280e+000	1.000000e-004	1.000000e-004
9.357143714285714e-003	-3.438403e-001	-1.241123e+000	-1.282963e+000	1.000000e-004	1.000000e-004
9.371429142857143e-003	-2.009079e-001	1.881880e-001	2.892802e-001	1.000000e-004	1.000000e-004
9.385714571428571e-003	-5.801611e-002	1.615467e+000	1.859451e+000	1.000000e-004	1.000000e-004
9.400000000000000e-003	8.483505e-002	3.040713e+000	3.427548e+000	1.000000e-004	1.000000e-004
9.400000999999998e-003	8.483481e-002	3.040711e+000	2.823546e+000	-1.000000e-004	-1.000000e-004
9.414286714285713e-003	-5.802555e-002	1.608863e+000	1.248838e+000	-1.000000e-004	-1.000000e-004
9.428572428571426e-003	-2.008453e-001	1.790389e-001	-3.238061e-001	-1.000000e-004	-1.000000e-004
9.442858142857141e-003	-3.436244e-001	-1.248760e+000	-1.894385e+000	-1.000000e-004	-1.000000e-004
9.457143857142856e-003	-4.863629e-001	-2.674535e+000	-3.462898e+000	-1.000000e-004	-1.000000e-004
9.471429571428571e-003	-6.290608e-001	-4.098285e+000	-5.029346e+000	-1.000000e-004	-1.000000e-004
9.485715285714284e-003	-7.717181e-001	-5.520010e+000	-6.593728e+000	-1.000000e-004	-1.000000e-004
9.500000999999999e-003	-9.143348e-001	-6.939711e+000	-8.156046e+000	-1.000000e-004	-1.000000e-004
9.500001999999999e-003	-9.143348e-001	-6.939709e+000	-7.552044e+000	1.000000e-004	1.000000e-004
9.500012199999958e-003	-9.142327e-001	-6.938682e+000	-7.550915e+000	1.000000e-004	1.000000e-004
9.514296171428535e-003	-7.711532e-001	-5.501444e+000	-5.970597e+000	1.000000e-004	1.000000e-004
9.528580142857113e-003	-6.281142e-001	-4.066238e+000	-4.392353e+000	1.000000e-004	1.000000e-004
9.542864114285690e-003	-4.851158e-001	-2.633065e+000	-2.816180e+000	1.000000e-004	1.000000e-004
9.557148085714267e-003	-3.421579e-001	-1.201923e+000	-1.242081e+000	1.000000e-004	1.000000e-004
9.571432057142844e-003	-1.992406e-001	2.271865e-001	3.299460e-001	1.000000e-004	1.000000e-004
9.585716028571422e-003	-5.636376e-002	1.654264e+000	1.899900e+000	1.000000e-004	1.000000e-004
9.599999999999999e-003	8.647251e-002	3.079309e+000	3.467782e+000	1.000000e-004	1.000000e-004
9.600000999999999e-003	8.647227e-002	3.079308e+000	2.863780e+000	-1.000000e-004	-1.000000e-004
9.614286714285714e-003	-5.638852e-002	1.647404e+000	1.289016e+000	-1.000000e-004	-1.000000e-004
9.628572428571427e-003	-1.992087e-001	2.175254e-001	-2.836831e-001	-1.000000e-004	-1.000000e-004
9.642858142857142e-003	-3.419884e-001	-1.210329e+000	-1.854317e+000	-1.000000e-004	-1.000000e-004
9.657143857142857e-003	-4.847274e-001	-2.636158e+000	-3.422885e+000	-1.000000e-004	-1.000000e-004
9.671429571428572e-003	-6.274259e-001	-4.059963e+000	-4.989389e+000	-1.000000e-004	-1.000000e-004
9.685715285714285e-003	-7.700838e-001	-5.481743e+000	-6.553827e+000	-1.000000e-004	-1.000000e-004
9.700001000000000e-003	-9.127011e-001	-6.901498e+000	-8.116199e+000	-1.000000e-004	-1.000000e-004
9.700001999999999e-003	-9.127011e-001	-6.901496e+000	-7.512197e+000	1.000000e-004	1.000000e-004
9.714287428571429e-003	-7.696072e-001	-5.464165e+000	-5.931772e+000	1.000000e-004	1.000000e-004
9.728572857142856e-003	-6.265540e-001	-4.028866e+000	-4.353420e+000	1.000000e-004	1.000000e-004
9.742858285714286e-003	-4.835413e-001	-2.595600e+000	-2.777141e+000	1.000000e-004	1.000000e-004
