time	V(N001,N002)	V(N003,N004)	V(ve)	I(I1)	I(R4)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.000000e-004	0.000000e+000
9.999999960041972e-012	1.043081e-007	9.750365e-007	2.204611e-001	9.800000e-005	7.300000e-005
1.999999992008394e-011	1.788139e-007	1.933367e-006	2.899221e-001	9.600000e-005	9.600000e-005
1.599999999315006e-010	1.128991e-006	1.137054e-005	2.053725e-001	6.800000e-005	6.800000e-005
2.999999999429172e-010	1.753927e-006	1.756898e-005	1.208193e-001	4.000000e-005	4.000000e-005
4.399999999543338e-010	2.053623e-006	2.052868e-005	3.626258e-002	1.200000e-005	1.200000e-005
5.799999999657505e-010	2.028078e-006	2.024964e-005	-4.829773e-002	-1.600000e-005	-1.600000e-005
7.199999999771671e-010	1.677293e-006	1.673186e-005	-1.328616e-001	-4.400000e-005	-4.400000e-005
8.599999999885837e-010	1.001267e-006	9.975348e-006	-2.174290e-001	-7.200000e-005	-7.200000e-005
1.000000000000000e-009	0.000000e+000	-1.990702e-008	-3.020000e-001	-1.000000e-004	-1.000000e-004
1.428671428571429e-005	-1.428360e-001	-1.427514e+000	-1.872350e+000	-1.000000e-004	-1.000000e-004
2.857242857142858e-005	-2.856315e-001	-2.853008e+000	-3.440639e+000	-1.000000e-004	-1.000000e-004
4.285814285714287e-005	-4.283865e-001	-4.276480e+000	-5.006867e+000	-1.000000e-004	-1.000000e-004
5.714385714285716e-005	-5.711008e-001	-5.697933e+000	-6.571034e+000	-1.000000e-004	-1.000000e-004
7.142957142857145e-005	-7.137746e-001	-7.117364e+000	-8.133139e+000	-1.000000e-004	-1.000000e-004
8.571528571428573e-005	-8.564079e-001	-8.534775e+000	-9.693183e+000	-1.000000e-004	-1.000000e-004
1.000010000000000e-004	-9.990005e-001	-9.950165e+000	-1.125117e+001	-1.000000e-004	-1.000000e-004
1.000020000000000e-004	-9.990005e-001	-9.950163e+000	-1.064716e+001	1.000000e-004	1.000000e-004
1.142874285714286e-004	-8.558820e-001	-8.508480e+000	-9.062362e+000	1.000000e-004	1.000000e-004
1.285728571428572e-004	-7.128041e-001	-7.068836e+000	-7.479640e+000	1.000000e-004	1.000000e-004
1.428582857142857e-004	-5.697668e-001	-5.631229e+000	-5.898997e+000	1.000000e-004	1.000000e-004
1.571437142857143e-004	-4.267701e-001	-4.195662e+000	-4.320432e+000	1.000000e-004	1.000000e-004
1.714291428571429e-004	-2.838141e-001	-2.762133e+000	-2.743947e+000	1.000000e-004	1.000000e-004
1.857145714285714e-004	-1.408987e-001	-1.330643e+000	-1.169542e+000	1.000000e-004	1.000000e-004
2.000000000000000e-004	1.976132e-003	9.880903e-002	4.027852e-001	1.000000e-004	1.000000e-004
2.000010000000000e-004	1.976043e-003	9.880802e-002	-2.012159e-001	-1.000000e-004	-1.000000e-004
2.142867142857143e-004	-1.408605e-001	-1.328841e+000	-1.771701e+000	-1.000000e-004	-1.000000e-004
2.285724285714286e-004	-2.836565e-001	-2.754471e+000	-3.340127e+000	-1.000000e-004	-1.000000e-004
2.428581428571429e-004	-4.264120e-001	-4.178082e+000	-4.906494e+000	-1.000000e-004	-1.000000e-004
2.571438571428572e-004	-5.691271e-001	-5.599675e+000	-6.470802e+000	-1.000000e-004	-1.000000e-004
2.714295714285715e-004	-7.118016e-001	-7.019249e+000	-8.033050e+000	-1.000000e-004	-1.000000e-004
2.857152857142858e-004	-8.544357e-001	-8.436804e+000	-9.593240e+000	-1.000000e-004	-1.000000e-004
3.000010000000000e-004	-9.970293e-001	-9.852341e+000	-1.115137e+001	-1.000000e-004	-1.000000e-004
3.000020000000000e-004	-9.970293e-001	-9.852339e+000	-1.054737e+001	1.000000e-004	1.000000e-004
3.142874285714285e-004	-8.539109e-001	-8.410796e+000	-8.962707e+000	1.000000e-004	1.000000e-004
3.285728571428571e-004	-7.108332e-001	-6.971291e+000	-7.380124e+000	1.000000e-004	1.000000e-004
3.428582857142857e-004	-5.677963e-001	-5.533825e+000	-5.799621e+000	1.000000e-004	1.000000e-004
3.571437142857143e-004	-4.248000e-001	-4.098396e+000	-4.221196e+000	1.000000e-004	1.000000e-004
3.714291428571428e-004	-2.818445e-001	-2.665006e+000	-2.644851e+000	1.000000e-004	1.000000e-004
3.857145714285714e-004	-1.389298e-001	-1.233654e+000	-1.070584e+000	1.000000e-004	1.000000e-004
4.000000000000000e-004	3.944308e-003	1.956593e-001	5.016036e-001	1.000000e-004	1.000000e-004
4.000010000000000e-004	3.944188e-003	1.956583e-001	-1.023975e-001	-1.000000e-004	-1.000000e-004
4.142867142857143e-004	-1.388928e-001	-1.232129e+000	-1.673022e+000	-1.000000e-004	-1.000000e-004
4.285724285714286e-004	-2.816893e-001	-2.657897e+000	-3.241587e+000	-1.000000e-004	-1.000000e-004
4.428581428571429e-004	-4.244453e-001	-4.081647e+000	-4.808092e+000	-1.000000e-004	-1.000000e-004
4.571438571428571e-004	-5.671608e-001	-5.503377e+000	-6.372538e+000	-1.000000e-004	-1.000000e-004
4.714295714285714e-004	-7.098359e-001	-6.923089e+000	-7.934925e+000	-1.000000e-004	-1.000000e-004
4.857152857142857e-004	-8.524706e-001	-8.340781e+000	-9.495252e+000	-1.000000e-004	-1.000000e-004
5.000009999999999e-004	-9.950647e-001	-9.756455e+000	-1.105352e+001	-1.000000e-004	-1.000000e-004
5.000019999999999e-004	-9.950647e-001	-9.756453e+000	-1.044952e+001	1.000000e-004	1.000000e-004
5.142874285714286e-004	-8.519471e-001	-8.315047e+000	-8.864993e+000	1.000000e-004	1.000000e-004
5.285728571428571e-004	-7.088701e-001	-6.875678e+000	-7.282548e+000	1.000000e-004	1.000000e-004
5.428582857142857e-004	-5.658338e-001	-5.438348e+000	-5.702182e+000	1.000000e-004	1.000000e-004
5.571437142857142e-004	-4.228382e-001	-4.003056e+000	-4.123894e+000	1.000000e-004	1.000000e-004
5.714291428571428e-004	-2.798832e-001	-2.569802e+000	-2.547685e+000	1.000000e-004	1.000000e-004
5.857145714285714e-004	-1.369690e-001	-1.138586e+000	-9.735549e-001	1.000000e-004	1.000000e-004
6.000000000000000e-004	5.904555e-003	2.905918e-001	5.984964e-001	1.000000e-004	1.000000e-004
6.000010000000000e-004	5.904463e-003	2.905908e-001	-5.504742e-003	-1.000000e-004	-1.000000e-004
6.142867142857143e-004	-1.369330e-001	-1.137332e+000	-1.576265e+000	-1.000000e-004	-1.000000e-004
6.285724285714286e-004	-2.797300e-001	-2.563235e+000	-3.144966e+000	-1.000000e-004	-1.000000e-004
6.428581428571428e-004	-4.224866e-001	-3.987120e+000	-4.711607e+000	-1.000000e-004	-1.000000e-004
6.571438571428571e-004	-5.652028e-001	-5.408985e+000	-6.276189e+000	-1.000000e-004	-1.000000e-004
6.714295714285714e-004	-7.078785e-001	-6.828832e+000	-7.838710e+000	-1.000000e-004	-1.000000e-004
6.857152857142857e-004	-8.505139e-001	-8.246659e+000	-9.399172e+000	-1.000000e-004	-1.000000e-004
7.000009999999999e-004	-9.931087e-001	-9.662467e+000	-1.095757e+001	-1.000000e-004	-1.000000e-004
7.000019999999999e-004	-9.931078e-001	-9.662465e+000	-1.035357e+001	1.000000e-004	1.000000e-004
7.142874285714285e-004	-8.499911e-001	-8.221193e+000	-8.769184e+000	1.000000e-004	1.000000e-004
7.285728571428571e-004	-7.069149e-001	-6.781958e+000	-7.186873e+000	1.000000e-004	1.000000e-004
7.428582857142857e-004	-5.638794e-001	-5.344762e+000	-5.606641e+000	1.000000e-004	1.000000e-004
7.571437142857142e-004	-4.208844e-001	-3.909603e+000	-4.028488e+000	1.000000e-004	1.000000e-004
7.714291428571428e-004	-2.779300e-001	-2.476483e+000	-2.452413e+000	1.000000e-004	1.000000e-004
7.857145714285714e-004	-1.350162e-001	-1.045400e+000	-8.784163e-001	1.000000e-004	1.000000e-004
7.999999999999999e-004	7.857025e-003	3.836445e-001	6.935016e-001	1.000000e-004	1.000000e-004
8.000010000000000e-004	7.856913e-003	3.836435e-001	8.950043e-002	-1.000000e-004	-1.000000e-004
8.142867142857142e-004	-1.349813e-001	-1.044412e+000	-1.481393e+000	-1.000000e-004	-1.000000e-004
8.285724285714285e-004	-2.777790e-001	-2.470448e+000	-3.050227e+000	-1.000000e-004	-1.000000e-004
8.428581428571428e-004	-4.205361e-001	-3.894465e+000	-4.617002e+000	-1.000000e-004	-1.000000e-004
8.571438571428571e-004	-5.632527e-001	-5.316463e+000	-6.181716e+000	-1.000000e-004	-1.000000e-004
8.714295714285713e-004	-7.059288e-001	-6.736442e+000	-7.744370e+000	-1.000000e-004	-1.000000e-004
8.857152857142856e-004	-8.485644e-001	-8.154401e+000	-9.304965e+000	-1.000000e-004	-1.000000e-004
9.000009999999999e-004	-9.911594e-001	-9.570341e+000	-1.086350e+001	-1.000000e-004	-1.000000e-004
9.000019999999999e-004	-9.911594e-001	-9.570338e+000	-1.025950e+001	1.000000e-004	1.000000e-004
9.142874285714285e-004	-8.480430e-001	-8.129197e+000	-8.675240e+000	1.000000e-004	1.000000e-004
9.285728571428571e-004	-7.049673e-001	-6.690094e+000	-7.093062e+000	1.000000e-004	1.000000e-004
9.428582857142857e-004	-5.619322e-001	-5.253029e+000	-5.512961e+000	1.000000e-004	1.000000e-004
9.571437142857143e-004	-4.189377e-001	-3.818001e+000	-3.934939e+000	1.000000e-004	1.000000e-004
9.714291428571429e-004	-2.759839e-001	-2.385011e+000	-2.358996e+000	1.000000e-004	1.000000e-004
9.857145714285715e-004	-1.330708e-001	-9.540595e-001	-7.851305e-001	1.000000e-004	1.000000e-004
1.000000000000000e-003	9.801686e-003	4.748547e-001	7.866564e-001	1.000000e-004	1.000000e-004
1.000001000000000e-003	9.801582e-003	4.748536e-001	1.826552e-001	-1.000000e-004	-1.000000e-004
1.014096764951724e-003	-1.311382e-001	-9.343547e-001	-1.367493e+000	-1.000000e-004	-1.000000e-004
1.028192529903448e-003	-2.720385e-001	-2.341597e+000	-2.915636e+000	-1.000000e-004	-1.000000e-004
1.042288294855171e-003	-4.128994e-001	-3.746874e+000	-4.461774e+000	-1.000000e-004	-1.000000e-004
1.056384059806895e-003	-5.537208e-001	-5.150186e+000	-6.005906e+000	-1.000000e-004	-1.000000e-004
1.070479824758619e-003	-6.945027e-001	-6.551531e+000	-7.548034e+000	-1.000000e-004	-1.000000e-004
1.084575589710343e-003	-8.352453e-001	-7.950911e+000	-9.088156e+000	-1.000000e-004	-1.000000e-004
1.098671354662066e-003	-9.759483e-001	-9.348325e+000	-1.062627e+001	-1.000000e-004	-1.000000e-004
1.098672354662066e-003	-9.759588e-001	-9.348424e+000	-1.062638e+001	-1.000000e-004	-1.000000e-004
1.100001000000000e-003	-9.892187e-001	-9.480038e+000	-1.077126e+001	-1.000000e-004	-1.000000e-004
1.100002000000000e-003	-9.892178e-001	-9.480035e+000	-1.016725e+001	1.000000e-004	1.000000e-004
1.114287428571429e-003	-8.461023e-001	-8.039024e+000	-8.583127e+000	1.000000e-004	1.000000e-004
1.128572857142857e-003	-7.030274e-001	-6.600049e+000	-7.001077e+000	1.000000e-004	1.000000e-004
1.142858285714286e-003	-5.599930e-001	-5.163113e+000	-5.421106e+000	1.000000e-004	1.000000e-004
1.157143714285714e-003	-4.169992e-001	-3.728214e+000	-3.843213e+000	1.000000e-004	1.000000e-004
1.171429142857143e-003	-2.740461e-001	-2.295352e+000	-2.267398e+000	1.000000e-004	1.000000e-004
1.185714571428572e-003	-1.311334e-001	-8.645278e-001	-6.936611e-001	1.000000e-004	1.000000e-004
1.200000000000000e-003	1.173860e-002	5.642588e-001	8.779973e-001	1.000000e-004	1.000000e-004
1.200001000000000e-003	1.173848e-002	5.642577e-001	2.739962e-001	-1.000000e-004	-1.000000e-004
1.214286714285714e-003	-1.311009e-001	-8.640558e-001	-1.297156e+000	-1.000000e-004	-1.000000e-004
1.228572428571428e-003	-2.738997e-001	-2.290350e+000	-2.866249e+000	-1.000000e-004	-1.000000e-004
1.242858142857143e-003	-4.166579e-001	-3.714624e+000	-4.433281e+000	-1.000000e-004	-1.000000e-004
1.257143857142857e-003	-5.593756e-001	-5.136878e+000	-5.998253e+000	-1.000000e-004	-1.000000e-004
1.271429571428571e-003	-7.020528e-001	-6.557113e+000	-7.561165e+000	-1.000000e-004	-1.000000e-004
1.285715285714286e-003	-8.446895e-001	-7.975328e+000	-9.122017e+000	-1.000000e-004	-1.000000e-004
1.300001000000000e-003	-9.872856e-001	-9.391523e+000	-1.068081e+001	-1.000000e-004	-1.000000e-004
1.300002000000000e-003	-9.872856e-001	-9.391521e+000	-1.007681e+001	1.000000e-004	1.000000e-004
1.314287428571429e-003	-8.441703e-001	-7.950635e+000	-8.492806e+000	1.000000e-004	1.000000e-004
1.328572857142857e-003	-7.010956e-001	-6.511787e+000	-6.910883e+000	1.000000e-004	1.000000e-004
1.342858285714286e-003	-5.580616e-001	-5.074977e+000	-5.331039e+000	1.000000e-004	1.000000e-004
1.357143714285714e-003	-4.150683e-001	-3.640203e+000	-3.753272e+000	1.000000e-004	1.000000e-004
1.371429142857143e-003	-2.721156e-001	-2.207467e+000	-2.177583e+000	1.000000e-004	1.000000e-004
1.385714571428571e-003	-1.292036e-001	-7.767686e-001	-6.039724e-001	1.000000e-004	1.000000e-004
1.400000000000000e-003	1.366770e-002	6.518925e-001	9.675603e-001	1.000000e-004	1.000000e-004
1.400001000000000e-003	1.366764e-002	6.518915e-001	3.635591e-001	-1.000000e-004	-1.000000e-004
1.414286714285714e-003	-1.291722e-001	-7.765471e-001	-1.207719e+000	-1.000000e-004	-1.000000e-004
1.428572428571429e-003	-2.719715e-001	-2.202966e+000	-2.776937e+000	-1.000000e-004	-1.000000e-004
1.442858142857143e-003	-4.147303e-001	-3.627365e+000	-4.344095e+000	-1.000000e-004	-1.000000e-004
1.457143857142857e-003	-5.574485e-001	-5.049744e+000	-5.909192e+000	-1.000000e-004	-1.000000e-004
1.471429571428571e-003	-7.001263e-001	-6.470103e+000	-7.472229e+000	-1.000000e-004	-1.000000e-004
1.485715285714285e-003	-8.427635e-001	-7.888442e+000	-9.033206e+000	-1.000000e-004	-1.000000e-004
1.500001000000000e-003	-9.853601e-001	-9.304761e+000	-1.059212e+001	-1.000000e-004	-1.000000e-004
1.500002000000000e-003	-9.853601e-001	-9.304760e+000	-9.988120e+000	1.000000e-004	1.000000e-004
1.514287428571428e-003	-8.422454e-001	-7.863998e+000	-8.404244e+000	1.000000e-004	1.000000e-004
1.528572857142857e-003	-6.991714e-001	-6.425273e+000	-6.822445e+000	1.000000e-004	1.000000e-004
1.542858285714286e-003	-5.561380e-001	-4.988586e+000	-5.242724e+000	1.000000e-004	1.000000e-004
1.557143714285714e-003	-4.131453e-001	-3.553936e+000	-3.665081e+000	1.000000e-004	1.000000e-004
1.571429142857143e-003	-2.701931e-001	-2.121323e+000	-2.089516e+000	1.000000e-004	1.000000e-004
1.585714571428571e-003	-1.272817e-001	-6.907473e-001	-5.160290e-001	1.000000e-004	1.000000e-004
1.600000000000000e-003	1.558912e-002	7.377910e-001	1.055380e+000	1.000000e-004	1.000000e-004
1.600001000000000e-003	1.558909e-002	7.377899e-001	4.513791e-001	-1.000000e-004	-1.000000e-004
1.614286714285714e-003	-1.272514e-001	-6.907712e-001	-1.120023e+000	-1.000000e-004	-1.000000e-004
1.628572428571428e-003	-2.700514e-001	-2.117312e+000	-2.689364e+000	-1.000000e-004	-1.000000e-004
1.642858142857143e-003	-4.128107e-001	-3.541833e+000	-4.256644e+000	-1.000000e-004	-1.000000e-004
1.657143857142857e-003	-5.555295e-001	-4.964334e+000	-5.821864e+000	-1.000000e-004	-1.000000e-004
1.671429571428571e-003	-6.982077e-001	-6.384815e+000	-7.385023e+000	-1.000000e-004	-1.000000e-004
1.685715285714286e-003	-8.408453e-001	-7.803276e+000	-8.946122e+000	-1.000000e-004	-1.000000e-004
1.700001000000000e-003	-9.834423e-001	-9.219717e+000	-1.050516e+001	-1.000000e-004	-1.000000e-004
1.700002000000000e-003	-9.834433e-001	-9.219716e+000	-9.901158e+000	1.000000e-004	1.000000e-004
1.714287428571428e-003	-8.403288e-001	-7.779075e+000	-8.317404e+000	1.000000e-004	1.000000e-004
1.728572857142857e-003	-6.972551e-001	-6.340472e+000	-6.735727e+000	1.000000e-004	1.000000e-004
1.742858285714286e-003	-5.542221e-001	-4.903906e+000	-5.156128e+000	1.000000e-004	1.000000e-004
1.757143714285714e-003	-4.112298e-001	-3.469377e+000	-3.578606e+000	1.000000e-004	1.000000e-004
1.771429142857143e-003	-2.682781e-001	-2.036885e+000	-2.003163e+000	1.000000e-004	1.000000e-004
1.785714571428571e-003	-1.253672e-001	-6.064294e-001	-4.297967e-001	1.000000e-004	1.000000e-004
1.800000000000000e-003	1.750302e-002	8.219886e-001	1.141492e+000	1.000000e-004	1.000000e-004
1.800001000000000e-003	1.750290e-002	8.219875e-001	5.374904e-001	-1.000000e-004	-1.000000e-004
1.814286714285714e-003	-1.253382e-001	-6.066939e-001	-1.034032e+000	-1.000000e-004	-1.000000e-004
1.828572428571428e-003	-2.681388e-001	-2.033355e+000	-2.603494e+000	-1.000000e-004	-1.000000e-004
1.842858142857143e-003	-4.108988e-001	-3.457996e+000	-4.170894e+000	-1.000000e-004	-1.000000e-004
1.857143857142857e-003	-5.536182e-001	-4.880617e+000	-5.736235e+000	-1.000000e-004	-1.000000e-004
1.871429571428571e-003	-6.962971e-001	-6.301217e+000	-7.299514e+000	-1.000000e-004	-1.000000e-004
1.885715285714286e-003	-8.389353e-001	-7.719798e+000	-8.860733e+000	-1.000000e-004	-1.000000e-004
1.900001000000000e-003	-9.815331e-001	-9.136358e+000	-1.041989e+001	-1.000000e-004	-1.000000e-004
1.900002000000000e-003	-9.815331e-001	-9.136356e+000	-9.815888e+000	1.000000e-004	1.000000e-004
1.914287428571429e-003	-8.384194e-001	-7.695834e+000	-8.232253e+000	1.000000e-004	1.000000e-004
1.928572857142857e-003	-6.953464e-001	-6.257350e+000	-6.650696e+000	1.000000e-004	1.000000e-004
1.942858285714286e-003	-5.523140e-001	-4.820902e+000	-5.071216e+000	1.000000e-004	1.000000e-004
1.957143714285715e-003	-4.093222e-001	-3.386492e+000	-3.493814e+000	1.000000e-004	1.000000e-004
1.971429142857143e-003	-2.663711e-001	-1.954118e+000	-1.918489e+000	1.000000e-004	1.000000e-004
1.985714571428572e-003	-1.234607e-001	-5.237809e-001	-3.452416e-001	1.000000e-004	1.000000e-004
2.000000000000000e-003	1.940918e-002	9.045189e-001	1.225928e+000	1.000000e-004	1.000000e-004
2.000001000000000e-003	1.940906e-002	9.045179e-001	6.219269e-001	-1.000000e-004	-1.000000e-004
2.014286714285715e-003	-1.234323e-001	-5.242812e-001	-9.497138e-001	-1.000000e-004	-1.000000e-004
2.028572428571429e-003	-2.662332e-001	-1.951060e+000	-2.519294e+000	-1.000000e-004	-1.000000e-004
2.042858142857143e-003	-4.089936e-001	-3.375818e+000	-4.086813e+000	-1.000000e-004	-1.000000e-004
2.057143857142857e-003	-5.517135e-001	-4.798556e+000	-5.652271e+000	-1.000000e-004	-1.000000e-004
2.071429571428572e-003	-6.943930e-001	-6.219274e+000	-7.215668e+000	-1.000000e-004	-1.000000e-004
2.085715285714286e-003	-8.370320e-001	-7.637972e+000	-8.777004e+000	-1.000000e-004	-1.000000e-004
2.100001000000000e-003	-9.796305e-001	-9.054649e+000	-1.033628e+001	-1.000000e-004	-1.000000e-004
2.100002000000000e-003	-9.796305e-001	-9.054647e+000	-9.732277e+000	1.000000e-004	1.000000e-004
2.100004519999998e-003	-9.796057e-001	-9.054392e+000	-9.731997e+000	1.000000e-004	1.000000e-004
2.112895994285156e-003	-8.504551e-001	-7.754444e+000	-8.302899e+000	1.000000e-004	1.000000e-004
2.125787468570313e-003	-7.213378e-001	-6.456158e+000	-6.875496e+000	1.000000e-004	1.000000e-004
2.138678942855471e-003	-5.922538e-001	-5.159536e+000	-5.449790e+000	1.000000e-004	1.000000e-004
2.151570417140628e-003	-4.632031e-001	-3.864577e+000	-4.025780e+000	1.000000e-004	1.000000e-004
2.164461891425785e-003	-3.341856e-001	-2.571281e+000	-2.603467e+000	1.000000e-004	1.000000e-004
2.177353365710943e-003	-2.052014e-001	-1.279648e+000	-1.182849e+000	1.000000e-004	1.000000e-004
2.190244839996100e-003	-7.625052e-002	1.032240e-002	2.360719e-001	1.000000e-004	1.000000e-004
2.200000000000000e-003	2.130771e-002	9.854151e-001	1.308723e+000	1.000000e-004	1.000000e-004
2.200001000000000e-003	2.130759e-002	9.854140e-001	7.047216e-001	-1.000000e-004	-1.000000e-004
2.214286714285714e-003	-1.215344e-001	-4.435006e-001	-8.670351e-001	-1.000000e-004	-1.000000e-004
2.228572428571428e-003	-2.643360e-001	-1.870395e+000	-2.436731e+000	-1.000000e-004	-1.000000e-004
2.242858142857143e-003	-4.070969e-001	-3.295268e+000	-4.004365e+000	-1.000000e-004	-1.000000e-004
2.257143857142857e-003	-5.498174e-001	-4.718121e+000	-5.569939e+000	-1.000000e-004	-1.000000e-004
2.271429571428571e-003	-6.924973e-001	-6.138954e+000	-7.133451e+000	-1.000000e-004	-1.000000e-004
2.285715285714285e-003	-8.351367e-001	-7.557766e+000	-8.694903e+000	-1.000000e-004	-1.000000e-004
2.300001000000000e-003	-9.777355e-001	-8.974557e+000	-1.025429e+001	-1.000000e-004	-1.000000e-004
2.300002000000000e-003	-9.777355e-001	-8.974556e+000	-9.650291e+000	1.000000e-004	1.000000e-004
2.314287428571428e-003	-8.346230e-001	-7.534265e+000	-8.066888e+000	1.000000e-004	1.000000e-004
2.328572857142857e-003	-6.915512e-001	-6.096011e+000	-6.485562e+000	1.000000e-004	1.000000e-004
2.342858285714285e-003	-5.485199e-001	-4.659794e+000	-4.906314e+000	1.000000e-004	1.000000e-004
2.357143714285714e-003	-4.055293e-001	-3.225613e+000	-3.329142e+000	1.000000e-004	1.000000e-004
2.371429142857143e-003	-2.625794e-001	-1.793469e+000	-1.754048e+000	1.000000e-004	1.000000e-004
2.385714571428571e-003	-1.196701e-001	-3.633616e-001	-1.810315e-001	1.000000e-004	1.000000e-004
2.400000000000000e-003	2.319860e-002	1.064709e+000	1.389908e+000	1.000000e-004	1.000000e-004
2.400001000000000e-003	2.319860e-002	1.064708e+000	7.859069e-001	-1.000000e-004	-1.000000e-004
2.414286714285714e-003	-1.196442e-001	-3.643196e-001	-7.859635e-001	-1.000000e-004	-1.000000e-004
2.428572428571428e-003	-2.624463e-001	-1.791327e+000	-2.355773e+000	-1.000000e-004	-1.000000e-004
2.442858142857143e-003	-4.052079e-001	-3.216313e+000	-3.923521e+000	-1.000000e-004	-1.000000e-004
2.457143857142857e-003	-5.479289e-001	-4.639279e+000	-5.489207e+000	-1.000000e-004	-1.000000e-004
2.471429571428571e-003	-6.906093e-001	-6.060224e+000	-7.052833e+000	-1.000000e-004	-1.000000e-004
2.485715285714286e-003	-8.332490e-001	-7.479148e+000	-8.614397e+000	-1.000000e-004	-1.000000e-004
2.500001000000000e-003	-9.758482e-001	-8.896052e+000	-1.017390e+001	-1.000000e-004	-1.000000e-004
2.500002000000000e-003	-9.758492e-001	-8.896050e+000	-9.569899e+000	1.000000e-004	1.000000e-004
2.514287428571428e-003	-8.327367e-001	-7.455872e+000	-7.986608e+000	1.000000e-004	1.000000e-004
2.528572857142857e-003	-6.896650e-001	-6.017730e+000	-6.405395e+000	1.000000e-004	1.000000e-004
2.542858285714285e-003	-5.466341e-001	-4.581624e+000	-4.826259e+000	1.000000e-004	1.000000e-004
2.557143714285714e-003	-4.036439e-001	-3.147555e+000	-3.249200e+000	1.000000e-004	1.000000e-004
2.571429142857143e-003	-2.606945e-001	-1.715523e+000	-1.674218e+000	1.000000e-004	1.000000e-004
2.585714571428571e-003	-1.177859e-001	-2.855264e-001	-1.013125e-001	1.000000e-004	1.000000e-004
2.600000000000000e-003	2.508199e-002	1.142434e+000	1.469516e+000	1.000000e-004	1.000000e-004
2.600001000000000e-003	2.508199e-002	1.142433e+000	8.655145e-001	-1.000000e-004	-1.000000e-004
2.614286714285714e-003	-1.177609e-001	-2.867062e-001	-7.064675e-001	-1.000000e-004	-1.000000e-004
2.628572428571428e-003	-2.605634e-001	-1.713824e+000	-2.276388e+000	-1.000000e-004	-1.000000e-004
2.642858142857143e-003	-4.033255e-001	-3.138921e+000	-3.844247e+000	-1.000000e-004	-1.000000e-004
2.657143857142857e-003	-5.460472e-001	-4.561998e+000	-5.410045e+000	-1.000000e-004	-1.000000e-004
2.671429571428572e-003	-6.887284e-001	-5.983053e+000	-6.973781e+000	-1.000000e-004	-1.000000e-004
2.685715285714286e-003	-8.313691e-001	-7.402088e+000	-8.535456e+000	-1.000000e-004	-1.000000e-004
2.700001000000000e-003	-9.739695e-001	-8.819102e+000	-1.009507e+001	-1.000000e-004	-1.000000e-004
2.700002000000000e-003	-9.739685e-001	-8.819099e+000	-9.491068e+000	1.000000e-004	1.000000e-004
2.714287428571429e-003	-8.308572e-001	-7.379031e+000	-7.907888e+000	1.000000e-004	1.000000e-004
2.728572857142857e-003	-6.877865e-001	-5.940999e+000	-6.326785e+000	1.000000e-004	1.000000e-004
2.742858285714286e-003	-5.447564e-001	-4.505003e+000	-4.747759e+000	1.000000e-004	1.000000e-004
2.757143714285714e-003	-4.017669e-001	-3.071043e+000	-3.170810e+000	1.000000e-004	1.000000e-004
2.771429142857143e-003	-2.588180e-001	-1.639120e+000	-1.595938e+000	1.000000e-004	1.000000e-004
2.785714571428572e-003	-1.159097e-001	-2.092324e-001	-2.314201e-002	1.000000e-004	1.000000e-004
2.800000000000000e-003	2.695799e-002	1.218619e+000	1.547577e+000	1.000000e-004	1.000000e-004
2.800000999999999e-003	2.695781e-002	1.218618e+000	9.435754e-001	-1.000000e-004	-1.000000e-004
2.814286714285714e-003	-1.158856e-001	-2.106298e-001	-6.285158e-001	-1.000000e-004	-1.000000e-004
2.828572428571428e-003	-2.586887e-001	-1.637856e+000	-2.198545e+000	-1.000000e-004	-1.000000e-004
2.842858142857143e-003	-4.014513e-001	-3.063062e+000	-3.766514e+000	-1.000000e-004	-1.000000e-004
2.857143857142857e-003	-5.441735e-001	-4.486246e+000	-5.332420e+000	-1.000000e-004	-1.000000e-004
2.871429571428571e-003	-6.868552e-001	-5.907410e+000	-6.896265e+000	-1.000000e-004	-1.000000e-004
2.885715285714285e-003	-8.294965e-001	-7.326553e+000	-8.458049e+000	-1.000000e-004	-1.000000e-004
2.900001000000000e-003	-9.720974e-001	-8.743675e+000	-1.001777e+001	-1.000000e-004	-1.000000e-004
2.900002000000000e-003	-9.720964e-001	-8.743672e+000	-9.413769e+000	1.000000e-004	1.000000e-004
2.912893834285157e-003	-8.429447e-001	-7.444088e+000	-7.985033e+000	1.000000e-004	1.000000e-004
2.925785668570314e-003	-7.138260e-001	-6.146166e+000	-6.557992e+000	1.000000e-004	1.000000e-004
2.938677502855471e-003	-5.847406e-001	-4.849907e+000	-5.132648e+000	1.000000e-004	1.000000e-004
2.951569337140628e-003	-4.556883e-001	-3.555310e+000	-3.708999e+000	1.000000e-004	1.000000e-004
2.964461171425785e-003	-3.266691e-001	-2.262377e+000	-2.287046e+000	1.000000e-004	1.000000e-004
2.977353005710942e-003	-1.976832e-001	-9.711054e-001	-8.667887e-001	1.000000e-004	1.000000e-004
2.990244839996100e-003	-6.873035e-002	3.185031e-001	5.517727e-001	1.000000e-004	1.000000e-004
3.000000000000000e-003	2.882636e-002	1.293295e+000	1.624122e+000	1.000000e-004	1.000000e-004
3.000001000000000e-003	2.882630e-002	1.293294e+000	1.020120e+000	-1.000000e-004	-1.000000e-004
3.014286714285714e-003	-1.140179e-001	-1.360599e-001	-5.520780e-001	-1.000000e-004	-1.000000e-004
