time	V(N001,N002)	V(N003,N004)	V(ve)	I(I1)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.000000e-004
4.999999719812465e-011	5.066395e-007	4.999980e-006	2.265055e-001	1.000000e-004
9.999999439624929e-011	9.834766e-007	9.999960e-006	3.020110e-001	1.000000e-004
5.000000000000000e-005	4.997497e-001	4.987520e+000	5.789270e+000	1.000000e-004
5.000100000000000e-005	4.997497e-001	4.987518e+000	5.185268e+000	-1.000000e-004
6.428671428571429e-005	3.567711e-001	3.552890e+000	3.607662e+000	-1.000000e-004
7.857242857142857e-005	2.138330e-001	2.120291e+000	2.032124e+000	-1.000000e-004
9.285814285714286e-005	7.093548e-002	6.897210e-001	4.586563e-001	-1.000000e-004
1.071438571428572e-004	-7.192152e-002	-7.388209e-001	-1.112743e+000	-1.000000e-004
1.214295714285714e-004	-2.147380e-001	-2.165334e+000	-2.682072e+000	-1.000000e-004
1.357152857142857e-004	-3.575140e-001	-3.589819e+000	-4.249333e+000	-1.000000e-004
1.500010000000000e-004	-5.002494e-001	-5.012275e+000	-5.814524e+000	-1.000000e-004
1.500020000000000e-004	-5.002489e-001	-5.012273e+000	-5.210523e+000	1.000000e-004
1.642874285714286e-004	-3.572729e-001	-3.577639e+000	-3.632912e+000	1.000000e-004
1.785728571428572e-004	-2.143375e-001	-2.145033e+000	-2.057371e+000	1.000000e-004
1.928582857142857e-004	-7.144270e-002	-7.144561e-001	-4.838989e-001	1.000000e-004
2.071437142857143e-004	7.141158e-002	7.140925e-001	1.087504e+000	1.000000e-004
2.214291428571429e-004	2.142253e-001	2.140613e+000	2.656838e+000	1.000000e-004
2.357145714285714e-004	3.569985e-001	3.565104e+000	4.224103e+000	1.000000e-004
2.500000000000000e-004	4.997311e-001	4.987567e+000	5.789298e+000	1.000000e-004
2.500010000000000e-004	4.997311e-001	4.987566e+000	5.185297e+000	-1.000000e-004
2.642867142857143e-004	3.567522e-001	3.552938e+000	3.607690e+000	-1.000000e-004
2.785724285714286e-004	2.138140e-001	2.120339e+000	2.032153e+000	-1.000000e-004
2.928581428571428e-004	7.091639e-002	6.897679e-001	4.586845e-001	-1.000000e-004
3.071438571428571e-004	-7.194062e-002	-7.387740e-001	-1.112714e+000	-1.000000e-004
3.214295714285714e-004	-2.147570e-001	-2.165287e+000	-2.682044e+000	-1.000000e-004
3.357152857142857e-004	-3.575328e-001	-3.589772e+000	-4.249305e+000	-1.000000e-004
3.500010000000000e-004	-5.002680e-001	-5.012228e+000	-5.814496e+000	-1.000000e-004
3.500020000000000e-004	-5.002680e-001	-5.012227e+000	-5.210495e+000	1.000000e-004
3.642874285714285e-004	-3.572919e-001	-3.577592e+000	-3.632884e+000	1.000000e-004
3.785728571428571e-004	-2.143564e-001	-2.144987e+000	-2.057343e+000	1.000000e-004
3.928582857142857e-004	-7.146157e-002	-7.144094e-001	-4.838713e-001	1.000000e-004
4.071437142857143e-004	7.139271e-002	7.141391e-001	1.087532e+000	1.000000e-004
4.214291428571429e-004	2.142064e-001	2.140659e+000	2.656865e+000	1.000000e-004
4.357145714285714e-004	3.569795e-001	3.565150e+000	4.224130e+000	1.000000e-004
4.500000000000000e-004	4.997120e-001	4.987613e+000	5.789326e+000	1.000000e-004
4.500010000000000e-004	4.997125e-001	4.987612e+000	5.185324e+000	-1.000000e-004
4.642867142857142e-004	3.567336e-001	3.552984e+000	3.607717e+000	-1.000000e-004
4.785724285714285e-004	2.137953e-001	2.120385e+000	2.032180e+000	-1.000000e-004
4.928581428571428e-004	7.089762e-002	6.898142e-001	4.587119e-001	-1.000000e-004
5.071438571428571e-004	-7.195946e-002	-7.387278e-001	-1.112687e+000	-1.000000e-004
5.214295714285714e-004	-2.147759e-001	-2.165241e+000	-2.682017e+000	-1.000000e-004
5.357152857142857e-004	-3.575518e-001	-3.589726e+000	-4.249278e+000	-1.000000e-004
5.500009999999999e-004	-5.002871e-001	-5.012182e+000	-5.814469e+000	-1.000000e-004
5.500020000000000e-004	-5.002871e-001	-5.012181e+000	-5.210468e+000	1.000000e-004
5.642874285714286e-004	-3.573110e-001	-3.577547e+000	-3.632857e+000	1.000000e-004
5.785728571428571e-004	-2.143755e-001	-2.144941e+000	-2.057316e+000	1.000000e-004
5.928582857142857e-004	-7.148053e-002	-7.143638e-001	-4.838442e-001	1.000000e-004
6.071437142857142e-004	7.137382e-002	7.141847e-001	1.087559e+000	1.000000e-004
6.214291428571428e-004	2.141876e-001	2.140705e+000	2.656892e+000	1.000000e-004
6.357145714285715e-004	3.569608e-001	3.565196e+000	4.224157e+000	1.000000e-004
6.500000000000000e-004	4.996934e-001	4.987659e+000	5.789352e+000	1.000000e-004
6.500010000000000e-004	4.996929e-001	4.987657e+000	5.185350e+000	-1.000000e-004
6.642867142857143e-004	3.567144e-001	3.553029e+000	3.607744e+000	-1.000000e-004
6.785724285714286e-004	2.137764e-001	2.120430e+000	2.032207e+000	-1.000000e-004
6.928581428571429e-004	7.087891e-002	6.898596e-001	4.587383e-001	-1.000000e-004
7.071438571428572e-004	-7.197809e-002	-7.386825e-001	-1.112661e+000	-1.000000e-004
7.214295714285713e-004	-2.147946e-001	-2.165196e+000	-2.681991e+000	-1.000000e-004
7.357152857142856e-004	-3.575706e-001	-3.589681e+000	-4.249251e+000	-1.000000e-004
7.500009999999999e-004	-5.003061e-001	-5.012137e+000	-5.814443e+000	-1.000000e-004
7.500019999999999e-004	-5.003057e-001	-5.012136e+000	-5.210442e+000	1.000000e-004
7.642874285714286e-004	-3.573295e-001	-3.577501e+000	-3.632831e+000	1.000000e-004
7.785728571428571e-004	-2.143940e-001	-2.144896e+000	-2.057290e+000	1.000000e-004
7.928582857142857e-004	-7.149915e-002	-7.143189e-001	-4.838183e-001	1.000000e-004
8.071437142857142e-004	7.135513e-002	7.142295e-001	1.087584e+000	1.000000e-004
8.214291428571428e-004	2.141688e-001	2.140749e+000	2.656918e+000	1.000000e-004
8.357145714285714e-004	3.569419e-001	3.565241e+000	4.224183e+000	1.000000e-004
8.500000000000000e-004	4.996743e-001	4.987703e+000	5.789378e+000	1.000000e-004
8.500010000000000e-004	4.996743e-001	4.987702e+000	5.185376e+000	-1.000000e-004
8.642867142857143e-004	3.566956e-001	3.553074e+000	3.607770e+000	-1.000000e-004
8.785724285714286e-004	2.137574e-001	2.120475e+000	2.032232e+000	-1.000000e-004
8.928581428571429e-004	7.085985e-002	6.899038e-001	4.587638e-001	-1.000000e-004
9.071438571428571e-004	-7.199709e-002	-7.386383e-001	-1.112635e+000	-1.000000e-004
9.214295714285714e-004	-2.148134e-001	-2.165152e+000	-2.681965e+000	-1.000000e-004
9.357152857142857e-004	-3.575891e-001	-3.589637e+000	-4.249226e+000	-1.000000e-004
9.500009999999999e-004	-5.003242e-001	-5.012093e+000	-5.814417e+000	-1.000000e-004
9.500019999999999e-004	-5.003242e-001	-5.012092e+000	-5.210416e+000	1.000000e-004
9.642528571428605e-004	-3.576942e-001	-3.580927e+000	-3.636621e+000	1.000000e-004
9.785037142857210e-004	-2.151045e-001	-2.151781e+000	-2.064886e+000	1.000000e-004
9.927545714285815e-004	-7.255525e-002	-7.246541e-001	-4.952094e-001	1.000000e-004
1.007005428571442e-003	6.995367e-002	7.004544e-001	1.072408e+000	1.000000e-004
1.021256285714303e-003	2.124222e-001	2.123544e+000	2.637966e+000	1.000000e-004
1.035507142857163e-003	3.548504e-001	3.544615e+000	4.201465e+000	1.000000e-004
1.049758000000024e-003	4.972382e-001	4.963667e+000	5.762906e+000	1.000000e-004
1.049774000000024e-003	4.973979e-001	4.965259e+000	5.764657e+000	1.000000e-004
1.050000000000000e-003	4.996562e-001	4.987747e+000	5.789403e+000	1.000000e-004
1.050001000000000e-003	4.996557e-001	4.987745e+000	5.185401e+000	-1.000000e-004
1.064286714285714e-003	3.566770e-001	3.553117e+000	3.607795e+000	-1.000000e-004
1.078572428571429e-003	2.137389e-001	2.120518e+000	2.032257e+000	-1.000000e-004
1.092858142857143e-003	7.084134e-002	6.899473e-001	4.587888e-001	-1.000000e-004
1.107143857142857e-003	-7.201567e-002	-7.385948e-001	-1.112610e+000	-1.000000e-004
1.121429571428571e-003	-2.148321e-001	-2.165108e+000	-2.681940e+000	-1.000000e-004
1.135715285714286e-003	-3.576080e-001	-3.589593e+000	-4.249201e+000	-1.000000e-004
1.150001000000000e-003	-5.003433e-001	-5.012050e+000	-5.814393e+000	-1.000000e-004
1.150002000000000e-003	-5.003433e-001	-5.012048e+000	-5.210392e+000	1.000000e-004
1.164287428571429e-003	-3.573672e-001	-3.577414e+000	-3.632781e+000	1.000000e-004
1.178572857142857e-003	-2.144317e-001	-2.144809e+000	-2.057240e+000	1.000000e-004
1.192858285714286e-003	-7.153674e-002	-7.142320e-001	-4.837686e-001	1.000000e-004
1.207143714285714e-003	7.131768e-002	7.143164e-001	1.087634e+000	1.000000e-004
1.221429142857143e-003	2.141315e-001	2.140836e+000	2.656968e+000	1.000000e-004
1.235714571428572e-003	3.569049e-001	3.565327e+000	4.224232e+000	1.000000e-004
1.250000000000000e-003	4.996376e-001	4.987790e+000	5.789427e+000	1.000000e-004
1.250001000000000e-003	4.996371e-001	4.987788e+000	5.185426e+000	-1.000000e-004
1.264286714285714e-003	3.566585e-001	3.553160e+000	3.607819e+000	-1.000000e-004
1.278572428571429e-003	2.137204e-001	2.120561e+000	2.032281e+000	-1.000000e-004
1.292858142857143e-003	7.082280e-002	6.899899e-001	4.588127e-001	-1.000000e-004
1.307143857142857e-003	-7.203420e-002	-7.385523e-001	-1.112587e+000	-1.000000e-004
1.321429571428571e-003	-2.148507e-001	-2.165066e+000	-2.681917e+000	-1.000000e-004
1.335715285714286e-003	-3.576266e-001	-3.589551e+000	-4.249178e+000	-1.000000e-004
1.350001000000000e-003	-5.003619e-001	-5.012007e+000	-5.814369e+000	-1.000000e-004
1.350002000000000e-003	-5.003619e-001	-5.012006e+000	-5.210368e+000	1.000000e-004
1.364287428571428e-003	-3.573858e-001	-3.577372e+000	-3.632758e+000	1.000000e-004
1.378572857142857e-003	-2.144502e-001	-2.144767e+000	-2.057217e+000	1.000000e-004
1.392858285714286e-003	-7.155524e-002	-7.141898e-001	-4.837449e-001	1.000000e-004
1.407143714285714e-003	7.129917e-002	7.143585e-001	1.087658e+000	1.000000e-004
1.421429142857143e-003	2.141130e-001	2.140878e+000	2.656991e+000	1.000000e-004
1.435714571428571e-003	3.568863e-001	3.565369e+000	4.224255e+000	1.000000e-004
1.450000000000000e-003	4.996190e-001	4.987832e+000	5.789451e+000	1.000000e-004
1.450001000000000e-003	4.996185e-001	4.987830e+000	5.185449e+000	-1.000000e-004
1.464286714285714e-003	3.566398e-001	3.553202e+000	3.607842e+000	-1.000000e-004
1.478572428571428e-003	2.137017e-001	2.120603e+000	2.032305e+000	-1.000000e-004
1.492858142857143e-003	7.080415e-002	6.900317e-001	4.588361e-001	-1.000000e-004
1.507143857142857e-003	-7.205279e-002	-7.385106e-001	-1.112563e+000	-1.000000e-004
1.521429571428571e-003	-2.148691e-001	-2.165024e+000	-2.681893e+000	-1.000000e-004
1.535715285714285e-003	-3.576449e-001	-3.589509e+000	-4.249154e+000	-1.000000e-004
1.550001000000000e-003	-5.003800e-001	-5.011966e+000	-5.814346e+000	-1.000000e-004
1.550002000000000e-003	-5.003805e-001	-5.011964e+000	-5.210344e+000	1.000000e-004
1.564287428571428e-003	-3.574042e-001	-3.577330e+000	-3.632734e+000	1.000000e-004
1.578572857142857e-003	-2.144685e-001	-2.144725e+000	-2.057194e+000	1.000000e-004
1.592858285714286e-003	-7.157352e-002	-7.141484e-001	-4.837219e-001	1.000000e-004
1.607143714285714e-003	7.128083e-002	7.143998e-001	1.087681e+000	1.000000e-004
1.621429142857143e-003	2.140945e-001	2.140919e+000	2.657014e+000	1.000000e-004
1.635714571428571e-003	3.568676e-001	3.565411e+000	4.224278e+000	1.000000e-004
1.650000000000000e-003	4.995999e-001	4.987873e+000	5.789473e+000	1.000000e-004
1.650001000000000e-003	4.995999e-001	4.987871e+000	5.185472e+000	-1.000000e-004
1.664286714285714e-003	3.566213e-001	3.553243e+000	3.607865e+000	-1.000000e-004
1.678572428571429e-003	2.136833e-001	2.120644e+000	2.032327e+000	-1.000000e-004
1.692858142857143e-003	7.078576e-002	6.900728e-001	4.588586e-001	-1.000000e-004
1.707143857142857e-003	-7.207118e-002	-7.384696e-001	-1.112541e+000	-1.000000e-004
1.721429571428571e-003	-2.148876e-001	-2.164983e+000	-2.681871e+000	-1.000000e-004
1.735715285714285e-003	-3.576634e-001	-3.589469e+000	-4.249132e+000	-1.000000e-004
1.750001000000000e-003	-5.003986e-001	-5.011925e+000	-5.814324e+000	-1.000000e-004
1.750002000000000e-003	-5.003986e-001	-5.011923e+000	-5.210322e+000	1.000000e-004
1.764287428571428e-003	-3.574225e-001	-3.577290e+000	-3.632712e+000	1.000000e-004
1.778572857142857e-003	-2.144869e-001	-2.144684e+000	-2.057171e+000	1.000000e-004
1.792858285714286e-003	-7.159199e-002	-7.141077e-001	-4.836998e-001	1.000000e-004
1.807143714285714e-003	7.126236e-002	7.144404e-001	1.087703e+000	1.000000e-004
1.821429142857143e-003	2.140761e-001	2.140960e+000	2.657036e+000	1.000000e-004
1.835714571428571e-003	3.568493e-001	3.565451e+000	4.224300e+000	1.000000e-004
1.850000000000000e-003	4.995818e-001	4.987913e+000	5.789495e+000	1.000000e-004
1.850001000000000e-003	4.995818e-001	4.987912e+000	5.185493e+000	-1.000000e-004
1.864286714285714e-003	3.566030e-001	3.553284e+000	3.607887e+000	-1.000000e-004
1.878572428571429e-003	2.136648e-001	2.120684e+000	2.032349e+000	-1.000000e-004
1.892858142857143e-003	7.076726e-002	6.901129e-001	4.588804e-001	-1.000000e-004
1.907143857142857e-003	-7.208968e-002	-7.384296e-001	-1.112519e+000	-1.000000e-004
1.921429571428571e-003	-2.149060e-001	-2.164943e+000	-2.681849e+000	-1.000000e-004
1.935715285714286e-003	-3.576817e-001	-3.589429e+000	-4.249110e+000	-1.000000e-004
1.950001000000000e-003	-5.004168e-001	-5.011885e+000	-5.814302e+000	-1.000000e-004
1.950002000000000e-003	-5.004168e-001	-5.011884e+000	-5.210300e+000	1.000000e-004
1.964287428571429e-003	-3.574408e-001	-3.577250e+000	-3.632691e+000	1.000000e-004
1.978572857142857e-003	-2.145053e-001	-2.144645e+000	-2.057150e+000	1.000000e-004
1.992858285714286e-003	-7.161040e-002	-7.140679e-001	-4.836785e-001	1.000000e-004
2.007143714285714e-003	7.124395e-002	7.144801e-001	1.087724e+000	1.000000e-004
2.021429142857143e-003	2.140577e-001	2.141000e+000	2.657057e+000	1.000000e-004
2.035714571428571e-003	3.568310e-001	3.565490e+000	4.224321e+000	1.000000e-004
2.050000000000000e-003	4.995637e-001	4.987953e+000	5.789516e+000	1.000000e-004
2.050001000000000e-003	4.995637e-001	4.987951e+000	5.185515e+000	-1.000000e-004
2.062178548571684e-003	3.776818e-001	3.764899e+000	3.840581e+000	-1.000000e-004
2.074356097143367e-003	2.558295e-001	2.543325e+000	2.497155e+000	-1.000000e-004
2.086533645715051e-003	1.340068e-001	1.323229e+000	1.155236e+000	-1.000000e-004
2.098711194286734e-003	1.221366e-002	1.046099e-001	-1.851763e-001	-1.000000e-004
2.110888742858418e-003	-1.095499e-001	-1.112531e+000	-1.524081e+000	-1.000000e-004
2.123066291430101e-003	-2.312839e-001	-2.328194e+000	-2.861478e+000	-1.000000e-004
2.135243840001785e-003	-3.529882e-001	-3.542380e+000	-4.197368e+000	-1.000000e-004
2.140243840001784e-003	-4.029508e-001	-4.040484e+000	-4.745435e+000	-1.000000e-004
2.150001000000000e-003	-5.004354e-001	-5.011846e+000	-5.814281e+000	-1.000000e-004
2.150002000000000e-003	-5.004354e-001	-5.011845e+000	-5.210280e+000	1.000000e-004
2.164287428571428e-003	-3.574592e-001	-3.577211e+000	-3.632670e+000	1.000000e-004
2.178572857142857e-003	-2.145237e-001	-2.144606e+000	-2.057129e+000	1.000000e-004
2.192858285714286e-003	-7.162871e-002	-7.140291e-001	-4.836577e-001	1.000000e-004
2.207143714285714e-003	7.122571e-002	7.145189e-001	1.087745e+000	1.000000e-004
2.221429142857143e-003	2.140396e-001	2.141038e+000	2.657078e+000	1.000000e-004
2.235714571428572e-003	3.568129e-001	3.565529e+000	4.224342e+000	1.000000e-004
2.250000000000000e-003	4.995456e-001	4.987992e+000	5.789537e+000	1.000000e-004
2.250001000000000e-003	4.995451e-001	4.987990e+000	5.185535e+000	-1.000000e-004
2.264286714285714e-003	3.565665e-001	3.553362e+000	3.607928e+000	-1.000000e-004
2.278572428571428e-003	2.136284e-001	2.120762e+000	2.032391e+000	-1.000000e-004
2.292858142857142e-003	7.073089e-002	6.901909e-001	4.589218e-001	-1.000000e-004
2.307143857142857e-003	-7.212605e-002	-7.383517e-001	-1.112478e+000	-1.000000e-004
2.321429571428571e-003	-2.149424e-001	-2.164866e+000	-2.681808e+000	-1.000000e-004
2.335715285714286e-003	-3.577182e-001	-3.589351e+000	-4.249069e+000	-1.000000e-004
2.350001000000000e-003	-5.004535e-001	-5.011808e+000	-5.814261e+000	-1.000000e-004
2.350002000000000e-003	-5.004530e-001	-5.011806e+000	-5.210259e+000	1.000000e-004
2.364287428571428e-003	-3.574770e-001	-3.577172e+000	-3.632650e+000	1.000000e-004
2.378572857142857e-003	-2.145416e-001	-2.144567e+000	-2.057109e+000	1.000000e-004
2.392858285714285e-003	-7.164679e-002	-7.139908e-001	-4.836376e-001	1.000000e-004
2.407143714285714e-003	7.120749e-002	7.145571e-001	1.087765e+000	1.000000e-004
2.421429142857143e-003	2.140212e-001	2.141076e+000	2.657098e+000	1.000000e-004
2.435714571428571e-003	3.567944e-001	3.565567e+000	4.224362e+000	1.000000e-004
2.450000000000000e-003	4.995270e-001	4.988029e+000	5.789557e+000	1.000000e-004
2.450001000000000e-003	4.995270e-001	4.988028e+000	5.185555e+000	-1.000000e-004
2.464286714285714e-003	3.565485e-001	3.553400e+000	3.607948e+000	-1.000000e-004
2.478572428571428e-003	2.136104e-001	2.120800e+000	2.032410e+000	-1.000000e-004
2.492858142857143e-003	7.071292e-002	6.902287e-001	4.589414e-001	-1.000000e-004
2.507143857142857e-003	-7.214409e-002	-7.383140e-001	-1.112458e+000	-1.000000e-004
2.521429571428571e-003	-2.149606e-001	-2.164828e+000	-2.681789e+000	-1.000000e-004
2.535715285714286e-003	-3.577366e-001	-3.589313e+000	-4.249050e+000	-1.000000e-004
2.550001000000000e-003	-5.004721e-001	-5.011770e+000	-5.814242e+000	-1.000000e-004
2.550002000000000e-003	-5.004716e-001	-5.011768e+000	-5.210240e+000	1.000000e-004
2.564287428571429e-003	-3.574954e-001	-3.577135e+000	-3.632631e+000	1.000000e-004
2.578572857142857e-003	-2.145598e-001	-2.144530e+000	-2.057090e+000	1.000000e-004
2.592858285714286e-003	-7.166483e-002	-7.139534e-001	-4.836184e-001	1.000000e-004
2.607143714285714e-003	7.118952e-002	7.145945e-001	1.087784e+000	1.000000e-004
2.621429142857143e-003	2.140033e-001	2.141114e+000	2.657117e+000	1.000000e-004
2.635714571428571e-003	3.567764e-001	3.565604e+000	4.224381e+000	1.000000e-004
2.650000000000000e-003	4.995089e-001	4.988067e+000	5.789576e+000	1.000000e-004
2.650001000000000e-003	4.995093e-001	4.988065e+000	5.185574e+000	-1.000000e-004
2.664286714285714e-003	3.565305e-001	3.553437e+000	3.607967e+000	-1.000000e-004
2.678572428571429e-003	2.135923e-001	2.120837e+000	2.032429e+000	-1.000000e-004
2.692858142857143e-003	7.069469e-002	6.902658e-001	4.589603e-001	-1.000000e-004
2.707143857142857e-003	-7.216232e-002	-7.382769e-001	-1.112439e+000	-1.000000e-004
2.721429571428571e-003	-2.149787e-001	-2.164791e+000	-2.681770e+000	-1.000000e-004
2.735715285714286e-003	-3.577545e-001	-3.589277e+000	-4.249031e+000	-1.000000e-004
2.750001000000000e-003	-5.004897e-001	-5.011733e+000	-5.814223e+000	-1.000000e-004
2.750002000000000e-003	-5.004892e-001	-5.011732e+000	-5.210221e+000	1.000000e-004
2.764287428571428e-003	-3.575133e-001	-3.577098e+000	-3.632612e+000	1.000000e-004
2.778572857142857e-003	-2.145779e-001	-2.144493e+000	-2.057071e+000	1.000000e-004
2.792858285714286e-003	-7.168306e-002	-7.139168e-001	-4.835997e-001	1.000000e-004
2.807143714285714e-003	7.117129e-002	7.146311e-001	1.087802e+000	1.000000e-004
2.821429142857143e-003	2.139851e-001	2.141150e+000	2.657136e+000	1.000000e-004
2.835714571428572e-003	3.567584e-001	3.565641e+000	4.224399e+000	1.000000e-004
2.850000000000000e-003	4.994912e-001	4.988103e+000	5.789594e+000	1.000000e-004
2.850001000000000e-003	4.994907e-001	4.988102e+000	5.185593e+000	-1.000000e-004
2.864286714285714e-003	3.565122e-001	3.553473e+000	3.607985e+000	-1.000000e-004
2.878572428571428e-003	2.135742e-001	2.120873e+000	2.032447e+000	-1.000000e-004
2.892858142857142e-003	7.067674e-002	6.903020e-001	4.589787e-001	-1.000000e-004
2.907143857142857e-003	-7.218020e-002	-7.382407e-001	-1.112421e+000	-1.000000e-004
2.921429571428571e-003	-2.149966e-001	-2.164755e+000	-2.681751e+000	-1.000000e-004
2.935715285714285e-003	-3.577725e-001	-3.589240e+000	-4.249013e+000	-1.000000e-004
2.950000999999999e-003	-5.005078e-001	-5.011697e+000	-5.814205e+000	-1.000000e-004
2.950001999999999e-003	-5.005074e-001	-5.011695e+000	-5.210203e+000	1.000000e-004
2.964287428571428e-003	-3.575314e-001	-3.577062e+000	-3.632594e+000	1.000000e-004
2.978572857142857e-003	-2.145960e-001	-2.144457e+000	-2.057053e+000	1.000000e-004
2.992858285714285e-003	-7.170112e-002	-7.138808e-001	-4.835818e-001	1.000000e-004
3.007143714285714e-003	7.115330e-002	7.146670e-001	1.087820e+000	1.000000e-004
3.021429142857143e-003	2.139672e-001	2.141186e+000	2.657153e+000	1.000000e-004
3.035714571428571e-003	3.567406e-001	3.565677e+000	4.224417e+000	1.000000e-004
3.050000000000000e-003	4.994736e-001	4.988139e+000	5.789612e+000	1.000000e-004
3.050001000000000e-003	4.994731e-001	4.988137e+000	5.185611e+000	-1.000000e-004
3.064285571428571e-003	3.565057e-001	3.553624e+000	3.608130e+000	-1.000000e-004
3.078570142857143e-003	2.135790e-001	2.121138e+000	2.032717e+000	-1.000000e-004
3.092854714285714e-003	7.069290e-002	6.906807e-001	4.593738e-001	-1.000000e-004
3.107139285714286e-003	-7.215260e-002	-7.377483e-001	-1.111901e+000	-1.000000e-004
3.121423857142858e-003	-2.149575e-001	-2.164149e+000	-2.681107e+000	-1.000000e-004
3.135708428571429e-003	-3.577217e-001	-3.588521e+000	-4.248243e+000	-1.000000e-004
3.149993000000000e-003	-5.004454e-001	-5.010866e+000	-5.813312e+000	-1.000000e-004
3.149995000000000e-003	-5.004659e-001	-5.011065e+000	-5.813530e+000	-1.000000e-004
3.150001000000000e-003	-5.005255e-001	-5.011662e+000	-5.814188e+000	-1.000000e-004
3.150002000000000e-003	-5.005255e-001	-5.011660e+000	-5.210186e+000	1.000000e-004
3.164287428571428e-003	-3.575494e-001	-3.577027e+000	-3.632576e+000	1.000000e-004
3.178572857142857e-003	-2.146139e-001	-2.144422e+000	-2.057036e+000	1.000000e-004
3.192858285714285e-003	-7.171889e-002	-7.138455e-001	-4.835644e-001	1.000000e-004
3.207143714285714e-003	7.113553e-002	7.147023e-001	1.087838e+000	1.000000e-004
3.221429142857142e-003	2.139494e-001	2.141221e+000	2.657171e+000	1.000000e-004
3.235714571428571e-003	3.567227e-001	3.565712e+000	4.224435e+000	1.000000e-004
3.249999999999999e-003	4.994555e-001	4.988174e+000	5.789629e+000	1.000000e-004
3.250001000000000e-003	4.994555e-001	4.988173e+000	5.185628e+000	-1.000000e-004
3.264286714285714e-003	3.564767e-001	3.553544e+000	3.608021e+000	-1.000000e-004
3.278572428571428e-003	2.135385e-001	2.120944e+000	2.032482e+000	-1.000000e-004
3.292858142857142e-003	7.064089e-002	6.903726e-001	4.590134e-001	-1.000000e-004
3.307143857142857e-003	-7.221611e-002	-7.381702e-001	-1.112386e+000	-1.000000e-004
3.321429571428571e-003	-2.150325e-001	-2.164684e+000	-2.681717e+000	-1.000000e-004
3.335715285714286e-003	-3.578084e-001	-3.589170e+000	-4.248978e+000	-1.000000e-004
3.350001000000000e-003	-5.005436e-001	-5.011627e+000	-5.814170e+000	-1.000000e-004
3.350002000000000e-003	-5.005431e-001	-5.011625e+000	-5.210169e+000	1.000000e-004
3.364287428571428e-003	-3.575670e-001	-3.576992e+000	-3.632559e+000	1.000000e-004
3.378572857142857e-003	-2.146315e-001	-2.144387e+000	-2.057019e+000	1.000000e-004
3.392858285714286e-003	-7.173662e-002	-7.138109e-001	-4.835476e-001	1.000000e-004
3.407143714285714e-003	7.111773e-002	7.147368e-001	1.087854e+000	1.000000e-004
3.421429142857143e-003	2.139315e-001	2.141256e+000	2.657187e+000	1.000000e-004
3.435714571428571e-003	3.567047e-001	3.565746e+000	4.224451e+000	1.000000e-004
3.450000000000000e-003	4.994373e-001	4.988208e+000	5.789646e+000	1.000000e-004
3.450001000000000e-003	4.994373e-001	4.988207e+000	5.185644e+000	-1.000000e-004
3.464286714285714e-003	3.564587e-001	3.553578e+000	3.608037e+000	-1.000000e-004
3.478572428571428e-003	2.135206e-001	2.120978e+000	2.032499e+000	-1.000000e-004
3.492858142857143e-003	7.062313e-002	6.904067e-001	4.590298e-001	-1.000000e-004
3.507143857142857e-003	-7.223381e-002	-7.381361e-001	-1.112370e+000	-1.000000e-004
3.521429571428571e-003	-2.150502e-001	-2.164650e+000	-2.681701e+000	-1.000000e-004
3.535715285714286e-003	-3.578260e-001	-3.589136e+000	-4.248962e+000	-1.000000e-004
3.550001000000000e-003	-5.005612e-001	-5.011593e+000	-5.814154e+000	-1.000000e-004
3.550002000000000e-003	-5.005612e-001	-5.011592e+000	-5.210153e+000	1.000000e-004
3.564287428571429e-003	-3.575851e-001	-3.576958e+000	-3.632543e+000	1.000000e-004
3.578572857142857e-003	-2.146495e-001	-2.144353e+000	-2.057003e+000	1.000000e-004
3.592858285714286e-003	-7.175445e-002	-7.137771e-001	-4.835316e-001	1.000000e-004
3.607143714285714e-003	7.109997e-002	7.147706e-001	1.087871e+000	1.000000e-004
3.621429142857143e-003	2.139138e-001	2.141290e+000	2.657203e+000	1.000000e-004
3.635714571428571e-003	3.566870e-001	3.565780e+000	4.224467e+000	1.000000e-004
3.650000000000000e-003	4.994197e-001	4.988242e+000	5.789662e+000	1.000000e-004
3.650001000000000e-003	4.994197e-001	4.988241e+000	5.185660e+000	-1.000000e-004
3.664286714285714e-003	3.564410e-001	3.553612e+000	3.608053e+000	-1.000000e-004
3.678572428571429e-003	2.135029e-001	2.121012e+000	2.032515e+000	-1.000000e-004
3.692858142857143e-003	7.060534e-002	6.904404e-001	4.590456e-001	-1.000000e-004
3.707143857142857e-003	-7.225160e-002	-7.381026e-001	-1.112354e+000	-1.000000e-004
3.721429571428571e-003	-2.150680e-001	-2.164617e+000	-2.681685e+000	-1.000000e-004
3.735715285714286e-003	-3.578437e-001	-3.589103e+000	-4.248946e+000	-1.000000e-004
3.750001000000000e-003	-5.005789e-001	-5.011560e+000	-5.814138e+000	-1.000000e-004
3.750002000000000e-003	-5.005789e-001	-5.011558e+000	-5.210137e+000	1.000000e-004
3.764287428571428e-003	-3.576027e-001	-3.576925e+000	-3.632527e+000	1.000000e-004
3.778572857142857e-003	-2.146670e-001	-2.144320e+000	-2.056987e+000	1.000000e-004
3.792858285714286e-003	-7.177203e-002	-7.137438e-001	-4.835161e-001	1.000000e-004
